chief_complaint_id,n_body_areas,body_areas_list,n_symptoms,symptoms_list,n_diff_dx,diff_dx_list
134,1.0,Head,,,23.0,"Carbon monoxide poisoning (odorless, poisonous gas),Cavernous sinus aneurysm (head vein dilation),Cavernous sinus thrombosis (head vein blood clot),Cavernous sinus tumor (head vein cancer),Cerebellar hemorrhage (bleeding in back of brain),Cerebral contusion (bruise of brain),Cerebral vascular accident (stroke),Epidural hematoma (bleeding around brain or spine),Head injury,Heat stroke,Lupus (systemic lupus erythematosus, SLE),Lyme disease (bacterial infection from ticks),Ramsay Hunt syndrome (viral infection causing facial weakness),Subarachnoid hemorrhage (brain bleeding),Subdural hematoma (bleeding on brain),Carotid artery dissection (neck artery tear),Vertebral artery dissection (neck artery tear),West Nile virus infection (mosquito-transmitted illness),Brain arteriovenous malformation (blood vessel abnormality in the brain, AVM),Meningioma (brain tumor),Astrocytoma (brain tumor),Hydrocephalus (brain fluid build-up),Cerebral aneurysm (brain artery dilation)"
135,1.0,Head,,,16.0,"Lupus (systemic lupus erythematosus, SLE),Meningitis (spinal fluid infection),Ear infection, middle ear (otitis media),Mononucleosis (common viral illness),Streptococcus infection (strep throat bacteria),Pharyngitis (throat infection),Sinusitis (sinus infection),Encephalitis (brain infection),West Nile virus infection (mosquito-transmitted illness),Influenza (seasonal flu),Swine Flu (H1N1 Influenza),Lyme disease (bacterial infection from ticks),Brain abscess (collection of pus in the brain),Heat stroke,Viral infections,Rocky mountain spotted fever (bacterial infection spread by ticks)"
136,2.0,"Head,Other",1.0,Behavioral problem,19.0,"Attention deficit hyperactivity disorder (ADHD),Adjustment disorder (poor adjustment to life stressor),Anorexia (eating disorder),Anxiety disorder (generalized anxiety disorder, GAD),Bulimia nervosa (binge eating, vomiting),Burning mouth syndrome,Drug overuse,Functional disorders (psychogenic illness),Laxative abuse,Marijuana use,Panic disorder,Personality disorder (unhealthy patterns of thinking and behavior),Phobias (irrational fear),Social anxiety disorder (social phobia),Stress,Asperger's syndrome (autism spectrum disorder),Autism spectrum disorder (ASD),Down syndrome (common genetic disorder),Alzheimer's disease (dementia)"
137,1.0,Head,,,28.0,"Altitude illness,Basilar skull fracture (broken skull),Brain abscess (collection of pus in the brain),Brain tumor (cancer of the brain),Carbon monoxide poisoning (odorless, poisonous gas),Cerebral contusion (bruise of brain),Concussion,Encephalitis (brain infection),Epidural abscess (brain or spine pus collection),Epidural hematoma (bleeding around brain or spine),Hypertensive emergency (severely high blood pressure),Meningitis (spinal fluid infection),Increased pressure in the skull (raised intracranial pressure),Skull fracture (broken bone),Subarachnoid hemorrhage (brain bleeding),Subdural hematoma (bleeding on brain),Tick borne encephalitis (brain infection),Typhoid fever (salmonella typhi infection from contaminated food or water),West Nile virus infection (mosquito-transmitted illness),Sagittal sinus thrombosis (venous blood clot in the brain),Brain arteriovenous malformation (blood vessel abnormality in the brain, AVM),Meningioma (brain tumor),Astrocytoma (brain tumor),Hydrocephalus (brain fluid build-up),Cerebral aneurysm (brain artery dilation),Pseudotumor cerebri (increased pressure in the skull),Reyes syndrome (rare liver and brain swelling),Rabies (deadly viral illness transmitted by animals)"
138,1.0,Chest,,,15.0,"Atypical pneumonia (lung infection),Bronchitis (bronchial tube infection),Cocaine overdose,Dressler syndrome (heart sac inflammation following heart attack or heart surgery),Empyema (collection of pus in chest),Esophageal rupture (tear in esophagus),Hepatic abscess (collection of pus in the liver),Lung abscess (collection of pus),Mediastinitis (inner chest inflammation),Myocarditis (heart muscle inflammation),Neisseria meningitidis infection (meningococcus, serious bacterial illness),Pericarditis (heart sac inflammation),Pneumonia (lung infection),Wegener's granulomatosis (granulomatosis with polyangiitis,  blood vessel disease),Q fever (flu-like bacterial illness)"
139,7.0,"Head,Ear	Nose,Face,Throat,Skin,Chest,Shoulder",1.0,Itchy rash (Pruritic rash),28.0,"Anaphylactoid reactions (pseudo allergic reaction),Atopic dermatitis (eczema),Swimmer's itch (cercarial dermatitis),Contact urticaria (hives),Cutaneous larva migrans (parasitic skin disease),Familial cold urticaria (cold-related hives),Fungal infections,Heat rash,Intrahepatic cholestasis of pregnancy (liver disorder in pregnancy),Pityriasis rosea (inflammatory skin rash),Primary sclerosing cholangitis (bile duct disease),Schistosomiasis (parasite infection),Steven Johnson syndrome (rare, serious skin disorder),Symptomatic dermatographism (exaggerated skin response to pressure),Anaphylaxis (severe/life threatening allergic reaction),Allergic reaction,Head lice,Body lice,Pubic lice,Coccidiomycosis (valley fever, fungal infection),Ringworm of the scalp (tinea capitis),Ringworm of the body (tinea corporis),Scabies (skin disease caused by mites),Sea lice,Folliculitis (hair follicle infection),Hot tub follicullitis (hair follicle infection),Flea bite,Mastocytosis (urticaria pigmentosa, skin disease)"
14,1.0,Other,3.0,"Chills,Shakes,Rigors",23.0,"Cellulitis (skin infection),Epiglottitis (severe throat inflammation),Influenza (seasonal flu),Lymphangitis (lymph tissue inflammation),Malaria (mosquito transmitted illness),Meningitis (spinal fluid infection),Mononucleosis (common viral illness),Ear infection, middle ear (otitis media),Pelvic inflammatory disease (PID, female reproductive organ infection),Peritonitis (abdominal cavity inflammation),Pharyngitis (throat infection),Pneumonia (lung infection),Scarlet fever (post strep inflammation),Sinusitis (sinus infection),Upper respiratory tract infection (URI, common cold),Bladder infection (cystitis, UTI, urinary tract infection),Vaccination,Appendicitis,Atypical pneumonia (lung infection),Gastroenteritis (intestinal infection),Laryngitis (voice box inflammation),Pyelonephritis (kidney infection),Tonsillitis (tonsil infection)"
144,,,,,1.0,Subdural hematoma (bleeding on brain)
145,,,1.0,Headache after trauma,12.0,"Subdural hematoma (bleeding on brain),Basilar skull fracture (broken skull),Cerebral contusion (bruise of brain),Cerebrospinal fluid rhinorrhea (leakage of brain fluid from the nose),Epidural hematoma (bleeding around brain or spine),Hemotympanum (blood behind ear drum),Intracranial hemorrhage (bleeding in brain),Concussion,Post concussive syndrome (symptoms after a concussion),Skull fracture (broken bone),Subarachnoid hemorrhage (brain bleeding),Vertebral artery dissection (neck artery tear)"
146,1.0,Head,1.0,Learning difficulties,19.0,"Post concussive syndrome (symptoms after a concussion),Autism spectrum disorder (ASD),Dyslexia (reading disorder),Attention deficit hyperactivity disorder (ADHD),Anxiety disorder (generalized anxiety disorder, GAD),Depression (excessive sadness),Bipolar disorder (manic depressive disorder),Schizophrenia (chronic impaired reality perception),Schizoaffective disorder (features of schizophrenia and mood disorder),Fetal alcohol syndrome,Lead poisoning (toxicity),Failure to thrive - child,Adjustment disorder (poor adjustment to life stressor),Child abuse,Neurofibromatosis (inherited nerve tumors),Fragile X syndrome (genetic disorder),Phenylketonuria (PKU),Developmental delay,Turner syndrome (gonadal dysgenesis)"
147,1.0,Pelvis,1.0,Blood in urine (Hematuria),16.0,"Bladder cancer,Kidney cancer (tumor),Prostate cancer (male anatomy cancer),Bladder stone, urinary,Renal trauma (kidney trauma),Renal infarct (kidney damage from an area of blocked blood flow),Renal vein thrombosis (kidney vein clot),Kidney stone (nephrolithiasis),Benign prostatic hyperplasia (prostate enlargement),Bladder infection (cystitis, UTI, urinary tract infection),Pyelonephritis (kidney infection),Sickle cell disease (disease of red blood cells),Warfarin (Coumadin, Jantoven) overdose,Idiopathic thrombocytopenia purpura (ITP, low platelets),Goodpasture syndrome (disease of kidneys and lungs),Urethral stricture"
148,2.0,"Pelvis,Lower Back",1.0,Urinary retention (Inability to urinate),14.0,"Spinal cord injury, acute,Spinal cord tumor,Cerebral vascular accident (stroke),Cystocele (bladder hernia),Multiple sclerosis (MS),Diabetes (high blood sugar),Benign prostatic hyperplasia (prostate enlargement),Prostate cancer (male anatomy cancer),Bladder cancer,Prostatitis (prostate inflammation),Anticholinergic overdose,Constipation,Alcohol (ethanol) intoxication,Diabetic neuropathy (nerve damage)"
149,,,1.0,Liver failure (Cirrhosis),12.0,"Hemochromatosis (excess iron disorder),Alcohol (ethanol) abuse,Chronic liver disease,Tylenol (acetaminophen) overdose,Hepatitis (liver inflammation),Sclerosing cholangitis (progressive bile duct disease ),Wilsons disease (copper accumulation in tissues),Jaundice (yellow skin color),Autoimmune conditions,Acute fatty liver of pregnancy,Reyes syndrome (rare liver and brain swelling),Liver cancer (tumor)"
15,1.0,Head,2.0,"Change in behavior,Behavioral disturbances",57.0,"Alcohol withdrawal syndrome (mild),Anemia (low red blood cell count),Carbon monoxide poisoning (odorless, poisonous gas),Cerebral vascular accident (stroke),Dehydration,Diabetic ketoacidosis (DKA, a complication of poorly controlled diabetes),Drug overuse,Hypothermia (extreme cold exposure),Epidural hematoma (bleeding around brain or spine),Hypoglycemia (low blood sugar),Hyponatremia (low blood sodium),Hypothyroidism (low thyroid hormone),Hypoxia (lack of oxygen),Intracranial hemorrhage (bleeding in brain),Malignant hyperthermia (rare temperature abnormality),Meningitis (spinal fluid infection),Respiratory failure (breathing failure, ARDS),Subdural hematoma (bleeding on brain),Seizure (abnormal brain electrical activity),Dementia (decline in mental ability),Meningioma (brain tumor),Hydrocephalus (brain fluid build-up),Alzheimer's disease (dementia),Porphyria (rare disorder of skin, nervous system),Lewy body dementia (common type of dementia),Hepatic encephalopathy (confusion from liver failure),Adjustment disorder (poor adjustment to life stressor),Alcohol (ethanol) intoxication,Alcoholism,Altered mental status (confusion),Anxiety disorder (generalized anxiety disorder, GAD),Benzodiazepine (Valium) overdose,Bipolar disorder (manic depressive disorder),Blood loss,Cerebellar syndrome (loss of coordination),Cocaine abuse,Depression (excessive sadness),Drug reaction,Major depressive disorder (severe depression),Marijuana use,Menopause (end of menstruation and fertility),Multiple sclerosis (MS),Narcotic (morphine, heroin) abuse,Obsessive compulsive disorder (OCD, anxiety disorder),Panic disorder,Personality disorder (unhealthy patterns of thinking and behavior),Phobias (irrational fear),Post-traumatic stress disorder (PTSD),Premenstrual syndrome (PMS),Prescription drug abuse,Schizoaffective disorder (features of schizophrenia and mood disorder),Schizophrenia (chronic impaired reality perception),Stress,Attention deficit hyperactivity disorder (ADHD),Hemolytic anemia (red blood cell destruction disorder),Medication reaction,Dysthymia (depression, dysthymic disorder)"
150,1.0,Neck,1.0,Choking,6.0,"Inhaled foreign body (in respiratory tract),Epiglottitis (severe throat inflammation),Parkinson's disease (movement disorder),Alcohol (ethanol) poisoning (overdose),Cerebral vascular accident (stroke),Familial dysautonomia (genetic disorder)"
151,1.0,Head,,,17.0,"Toxic shock syndrome (life-threatening bacterial infection complication),Meningitis (spinal fluid infection),Chicken pox (varicella virus),Dengue fever (tropical mosquito borne illness),Typhoid fever (salmonella typhi infection from contaminated food or water),HIV AIDS (Human Immunodeficiency Virus, Acquired Immune Deficiency Syndrome),Hand foot and mouth disease (Coxsackie virus),Hantavirus infection (rare, serious viral infection),Neisseria meningitidis infection (meningococcus, serious bacterial illness),Measles (viral disease with typical rash),Rickettsial infections (type of bacterial infection),Scarlet fever (post strep inflammation),Syphilis (treponema pallidum),West Nile virus infection (mosquito-transmitted illness),Rocky mountain spotted fever (bacterial infection spread by ticks),Cat scratch fever (bacterial infection after cat scratch),Coccidiomycosis (valley fever, fungal infection)"
152,4.0,"Ear	Nose,Face,Skin,Hips",1.0,Painful rash,8.0,"Erysipelas (bacterial skin infection),Impetigo (bacterial skin infection),Chemical burn,Burns,Cellulitis (skin infection),Shingles (herpes zoster),Steven Johnson syndrome (rare, serious skin disorder),Abrasions (scrapes)"
153,,,1.0,Ingestion,20.0,"Tylenol (acetaminophen) overdose,Amphetamine overdose,Anticholinergic overdose,Antidepressant overdose,Aspirin (salicylates) overdose,Beta blocker overdose (blood pressure medication overdose),Benzodiazepine (Valium) overdose,Calcium channel blocker overdose (blood pressure medication overdose),Chlorine bleach ingestion,Benadryl (diphenhydramine) overdose,Unisom overdose (doxylamine overdose),Nonsteroidal anti-inflammatory drug overdose (Motrin, Advil),Iron overdose,Lead overdose (lead poisoning),Narcotic (morphine, heroin) overdose,Pesticide poisoning (organophosphate poisoning),Radiator fluid (ethylene glycol) poisoning,Rubbing (isopropyl) alcohol overdose,Warfarin (Coumadin, Jantoven) overdose,Windshield wiper fluid (Methanol) poisoning"
154,1.0,Chest,,,22.0,"Atypical pneumonia (lung infection),Bronchiectasis (bronchial tube inflammatory damage),Bronchiolitis (bronchial tube inflammation),Bronchitis (bronchial tube infection),Lung abscess (collection of pus),Pneumonia (lung infection),Sinusitis (sinus infection),Whooping cough (pertussis),Respiratory syncytial virus (RSV, pediatric respiratory infection),Swine Flu (H1N1 Influenza),Coccidiomycosis (valley fever, fungal infection),Influenza (seasonal flu),Bird flu (avian influenza),Histoplasmosis (fungal infection),Q fever (flu-like bacterial illness),Croup (upper airway inflammation),Typhoid fever (salmonella typhi infection from contaminated food or water),Loffler's syndrome (pulmonary eosinophilia, lung inflammation),Lung cancer (tumor),Pneumocystis pneumonia (PCP, fungal lung infection),Common cold (upper respiratory infection),Aspiration pneumonia (lung inflammation or infection)"
155,,,1.0,Melena (Black stools from blood),11.0,"Crohn's disease (regional enteritis, Crohn's colitis, intestinal inflammation),Esophageal varices (dilation of esophageal veins),Esophageal cancer (tumor),Gastric ulcer (stomach ulcer),Gastritis (stomach inflammation),Gastrointestinal bleeding (stomach, intestine bleeding),Mallory Weiss syndrome (esophageal tear),Small bowel lymphoma (intestinal lymph node cancer),Warfarin (Coumadin) use,Thrombocytopenia (low platelet count),Yellow fever (viral hemorrhagic fever)"
